ufs_serial,pred,pred_base_postprocess,health
S00278,0.003524374674638178,0.003524590262372397,0.0024270303793883
S00283,0.0025452820806307844,0.002408959873308399,0.0
S00284,0.0018180776949213693,0.0020367665753036287,0.0
S00289,0.003421833739899135,0.003235944101292399,0.0
S00290,0.0036008861440929487,0.0033715673234628557,0.0024540301396377
S00294,0.0034086519144673035,0.003262307752156062,0.0
S00296,0.0036056949940213674,0.0033619496236060183,0.0
S00297,0.0035299815508152525,0.003513376510018249,0.0048750582407611
S00302,0.0028979225391042806,0.0029641266368860895,0.0
S00303,0.0021452422343132905,0.0023691225803750726,0.0044147169073886
S00308,0.0025363961267892265,0.0024267317809915146,0.0
S00309,0.0027149524753923796,0.0025564341555642045,0.0021791077496437
S00310,0.0021466652390196243,0.0023662765709624054,0.0156605896916497
S00311,0.0018380821436331336,0.0019967576778801,0.0
S00312,0.0022108021485242038,0.0022194163306078927,0.0022374990433228
S00313,0.0013455745399042415,0.0018020532019812872,0.0
S00314,0.0013094587237544573,0.001874284834280856,0.0021928953719759
S00315,0.0030273880431498914,0.0027051956287948674,0.0021781336418657
S00316,0.00143426355066311,0.00162467518046355,0.0
S00318,0.0018234997487355333,0.0020259224676753007,0.0022137295775651
S00319,0.0018528778317943783,0.0019671663015576107,0.0021892730027839
S00321,0.00017305831206173303,0.000583939362345501,0.0
S00323,0.0013942533663345142,0.001704695549120742,0.0
S00324,0.003420818205511899,0.00323797517006687,0.002440437609255
S00325,0.00349562928105624,0.0030883530189781882,0.0
S00326,0.003024586446342065,0.0027107988224105203,0.0
S00327,0.0029805688890607324,0.0027988339369731854,0.0044787484736659
S00328,0.0031482106252925714,0.0030362554650278754,0.0
S00329,0.0024924103664997355,0.002514703301570497,0.0021770745724698
S00331,0.0035023245275799843,0.0030749625259307,0.0
S00332,0.003012747265900103,0.0027344771832944446,0.0
S00334,0.0029497693701371077,0.0028604329748204353,0.0072413089722295
S00335,0.0031706131691567555,0.0029914503772995073,0.0
S00336,0.0024954354009453453,0.002524101473741833,0.0
S00339,0.002988126138297734,0.0027837194384991823,0.0
S00340,0.0029251118300072784,0.0029097480550800935,0.0
S00341,0.003469537273669184,0.0031405370337523005,0.0
S00342,0.0025490627910998093,0.0024013984523703494,0.0239999227366672
S00343,0.003426841278430683,0.0032259290242293024,0.0071593200806683
S00344,0.002907465771873394,0.0029450401713478624,0.0
S00347,0.0029632740351585108,0.0028334236447776287,0.0
S00349,0.003614984809087449,0.0033433699934738562,0.0
S00350,0.0024897843110422337,0.0025199554124854997,0.0022072702240579
S00351,0.0018401597945310547,0.001992602376084258,0.0
S00352,0.0022070584933124556,0.002226903641031389,0.0
S00354,0.003452070344955222,0.003175470891180225,0.0047855643499528
S00356,0.0034842334642895944,0.00311114465251148,0.0
S00357,0.00345976815542828,0.0031600752702341094,0.0
S00358,0.003560108074620279,0.0034531234624081953,0.0
S00360,0.0035344795276247287,0.0035043805563992965,0.0
S00361,0.0035136831738447646,0.0035459732639592243,0.0024229128580134
S00362,0.003607004080851967,0.00335933144994482,0.0
S00363,0.003598325433514628,0.0033042170174993938,0.0
S00366,0.0029568770395148837,0.0028462176360648833,0.0044445636815653
S00369,0.003460757329225533,0.0031580969226396023,0.0
