feature,mean_abs_shap,mean_shap,rank
X261,7.570662515193976e-06,-8.921919194358936e-07,414
X939,7.547314809940094e-06,4.747046074234749e-09,415
X820,7.44321241644551e-06,1.1492306613012052e-06,416
X6,7.42987237398718e-06,2.3372730409539844e-07,417
X429,7.342870915732108e-06,-1.935001207938748e-08,418
X393,7.328678614508133e-06,1.6715950768558147e-06,419
X850,7.294739738466434e-06,-8.466444736391059e-07,420
X14,7.284338927836187e-06,8.085222540552114e-08,421
X747,7.264194251429651e-06,-1.2473532131536607e-07,422
X984,7.10474986092537e-06,1.0048688353757214e-06,423
X760,6.922147609298813e-06,1.5391244153217163e-07,424
X759,6.805453270494928e-06,-2.276935895760176e-07,425
X883,6.778949050799062e-06,5.700228031418748e-07,426
X480,6.742893976939793e-06,-3.7467314582099265e-07,427
X792,6.737594821305796e-06,1.4268143387778284e-06,428
X70,6.721556618752215e-06,-3.181171200598358e-07,429
X380,6.6839789147006075e-06,1.810627771511848e-07,430
X473,6.676966121964606e-06,-5.859658993425779e-07,431
X758,6.670119251479377e-06,2.155889551655182e-07,432
X919,6.658816648947857e-06,3.08805640654487e-07,433
X951,6.627706474332801e-06,1.5420907882681957e-06,434
X308,6.584289896617139e-06,-4.3030179212272104e-08,435
X484,6.460408867607226e-06,9.582510204304211e-08,436
X669,6.419709716369045e-06,1.7291895429707765e-07,437
X797,6.404043747326575e-06,8.020174150297377e-07,438
X678,6.3495824215232426e-06,9.388959304550998e-08,439
X749,6.2648026224201115e-06,1.7796717184833855e-07,440
X846,6.256751337074226e-06,3.2904812965052473e-07,441
X986,6.240267056991195e-06,-6.499723651675922e-08,442
X798,6.050712013665745e-06,1.2525335135520466e-07,443
X847,5.904193733953496e-06,-1.7679580349452617e-07,444
X755,5.80505346977886e-06,3.0259321194030124e-07,445
X395,5.771237918505922e-06,1.7440242860203226e-07,446
X128,5.766927335463772e-06,8.588166045866133e-09,447
X213,5.761398706842482e-06,-4.1220462272895214e-07,448
X985,5.739742466244758e-06,-8.325410905056151e-07,449
X126,5.478504120272791e-06,4.90919678780686e-07,450
X82,5.433097897519204e-06,-1.021614404518984e-06,451
X1011,5.1202920953516505e-06,-1.1199544252016417e-06,452
X949,5.054352241171666e-06,-4.229895540582893e-07,453
X111,4.925811438293391e-06,-1.6121431036631977e-07,454
X794,4.7230748564007414e-06,-6.155373863999224e-07,455
X637,4.6104645146493625e-06,6.223917422622807e-09,456
X47,4.577383445030333e-06,3.111691491147626e-07,457
X956,4.562389044948158e-06,4.3959605993959765e-07,458
X428,4.4619117539035895e-06,1.611218343081608e-07,459
X941,4.3618053243324746e-06,-7.788690745745504e-07,460
X150,4.324629986632359e-06,-1.8211847930925663e-07,461
X845,4.243183572018086e-06,6.263065433133749e-07,462
X766,4.227939750920955e-06,2.557404628161133e-07,463
X940,4.022000523769622e-06,1.136815147626837e-07,464
X320,3.7416090985634294e-06,-5.026688273676901e-07,465
X767,3.542165808196575e-06,-1.559829286562293e-07,466
X988,3.451663933521342e-06,-2.536341976510884e-07,467
X960,3.3604937858712577e-06,-2.909853486453631e-07,468
X994,3.258792726781043e-06,-4.0423290777540347e-07,469
X972,3.2397761311311366e-06,-4.5474577525464504e-07,470
X764,3.2181108639328334e-06,2.2537864654586687e-07,471
X479,3.1949455159645547e-06,2.186234655306945e-07,472
X432,3.149291477665414e-06,-5.5705315151155365e-08,473
X962,3.1475693114378304e-06,3.5729014980173596e-07,474
X434,3.016556998043467e-06,-1.0012186040229988e-07,475
X332,2.9520784028007704e-06,3.737717417266925e-07,476
X496,2.8579219086168895e-06,-1.3329644487181282e-07,477
X779,2.8517348733453153e-06,-1.2543911023184246e-07,478
X923,2.83641832504476e-06,3.64146503048948e-07,479
X917,2.788901867328938e-06,1.9902759487331102e-07,480
X765,2.7491872001049936e-06,6.463619709634728e-07,481
X344,2.5524849927367957e-06,1.5291090176825983e-07,482
X971,2.5379028733069516e-06,-3.2813475244398364e-07,483
X640,2.5183603117519095e-06,-2.4809632620067968e-08,484
X915,2.423061132681882e-06,-1.8460065663401527e-07,485
X1080,2.376010722792088e-06,-9.871035743027243e-08,486
X435,2.359723606271087e-06,1.2376125740864104e-07,487
X646,2.3373304309338256e-06,3.0680257979395226e-07,488
X386,2.2378288141345043e-06,-4.2646579079369534e-08,489
